贵姓 (guìxìng)	wie ist Ihr werter Familienname?
贵 (guì)	teuer; Ihr{e} geschätzte{r/‌‑s}; Ihr{e} werte{r/‌‑s};
姓 (xìng)	Familienname
姓 (xìng)	mit Familiennamen heißen
免贵 (miǎnguì)	lassen Sie das "werter" weg
称呼 (chēnghū)	anreden
叫 (jiào)	heißen (aber nicht mit dem Familiennamen allein); (sonst v.a.:) rufen; nennen
关系 (guānxì)	(spaßiger Personenname: Familienname Guān, Vorname Xì)
关系 (guānxì)	Beziehung
名字 (míngzì)	Name (aber nicht der Familienname alleine); Bezeichnung; Titel (etwa eines Buchs)
名 (míng)	Vorname
名 (míng)	mit Vornamen heißen
兰 (lán)	(ganz vorwiegend weiblicher Vorname; bei Männern evtl., um auf die Herkunft aus der Stadt 兰州 Lánzhōu hinzuweisen)
兰 (lán)	Orchidee
王兰 (wánglán)	(Personenname: Familienname Wáng, Vorname Lán)
高兴 (gāoxìng)	erfreut; froh; glücklich; heiter
对不起 (duìbùqǐ)	entschuldige{n Sie}; Verzeihung; es tut mir leid
请问 (qǐngwèn)	dürfte ich bitte fragen
知道 (zhīdào)	wissen; kennen (sofern nicht persönlich bzw. durch unmittelbaren Kontakt)
关大公 (guāndàgōng)	(Personenname: Familienname Guān, Vorname Dàgōng)
哪 (nǎ)	welcher/‑e/‑es
大学 (dàxué)	Universität
大学生 (dàxuéshēng)	Student{in}
不好意思 (bùhǎoyìsī)	(wenn man jemanden um etwas bittet oder stört:) entschuldigen Sie bitte; es ist mir unangenehm; (sonst auch:) verlegen sein; es ist (jemandem) peinlich (Person Subjekt zu 不好意思); (wenn man jemandem nicht weiterhelfen kann:) tut mir leid;
好意思 (hǎoyìsī)	sich nicht scheuen; die Unverschämtheit haben
意思 (yìsī)	Bedeutung; das, worauf (jemand) hinaus will; das, was (jemand) sagen will (Person + 的vor 意思gestellt); etwas, was Interesse hervorruft; Reiz (den etwas hat)
学校 (xuéxiào)	Schule; Lehranstalt (umfasst auch Universitäten)
维也纳 (wéiyěnà)	Wien
新生 (xīnshēng)	Studienanfänger{in}; Schulanfänger{in} (新 = „neu", 生 hier Abk. f. 学生)
新 (xīn)	neu
花 (huā)	(ein Familienname)
花{儿} (huā'{'er'}')	Blume; Blüte
花木兰 (huāmùlán)	(Personenname: Familienname Huā, Vorname Mùlán; historisch der Name einer berühmten Kriegsheldin, geb. 412, gest. 502)
华人 (huárén)	Chinese/-in (in ethnischer Hinsicht, vor allem für Chinesen/-innen mit ausländischer Staatsbürgerschaft verwendet)
中文 (zhōngwén)	Chinesisch (umfasst Sprache und Schrift)
遍 (biàn)	Mal; -mal (vom Anfang bis zum Ende; ganz durch; z.B. in „das Buch zweimal durchlesen" oder „das Ganze noch einmal sagen")
门 (mén)	Tür; Tor
开关 (kāiguān)	Schalter (zum Ein- und Ausschalten, nicht Fahrkartenschalter oder dergleichen)
谢谢 (xièxiè)	danken; danke
不客气 (bùkèqì)	keine Ursache; gern geschehen
不客气 (bùkèqì)	unhöflich
客气 (kèqì)	höflich
再见 (zàijiàn)	[auf] Wiedersehen
