这	diese{r/‌‑s}; dies; (auf Nahes hinweisendes) das; das hier
汉字	chinesisches Schriftzeichen
认识	kennen; kennenlernen
字	Schriftzeichen
怎么	wie; wie kommt es, dass; wieso
念	(mit Stimme) lesen; vorlesen; (eine Schule/‌Universität) besuchen
那	jene{r/‌‑s}; (auf nicht allzu Nahes hinweisendes) das; das dort
习	üben
词	Wort
语言	Sprache
左边{儿}	links; links von; (mit 的:) linke{r/‑s}
左	links; links von; linke{r/‑s}
...边{儿}	(Suffix hinter einsilbigen Positionswörtern, erzeugt zweisilbige Positionswörter)
点{儿}	tropfenförmiger Strich (in chinesischen Schriftzeichen) („丶" geschrieben); (Grundbedeutungen:) Tropfen; Fleck
点{儿}	tropfenförmiger Strich (in chinesischen Schriftzeichen); (sonst v.a.:) kleine Menge (davor als Zahl nur „一" möglich: 一点{儿} = „ein bisschen")
水	Wasser
右边{儿}	rechts; rechts von; (mit 的:) rechte{r/‑s}
右	rechts; rechts von; rechte{r/‑s}
又	(hier:) wieder (wenn die Wiederholung bereits eingetreten ist; vor dem Verb 是 und vor Modalverben auch sonst)
言字旁 (=讠)	„Wort"-Zeichen-Seitenteil (= linker Schriftzeichen-Seitenteil mit den Bedeutungen „Wort", "sagen")
旁	linker Schriftzeichen-Seitenteil (auch 旁儿)
旁	neben; seitlich
上面	oben; oberhalb; über; auf; an; (mit 的:) oben genannte{r/‌-s}; obiger{r/‌-s}
下面	unten; unterhalb; unter; {als} nächste{r/‌-s}; (mit 的:) folgende{r/‌-s}
口	Mund (in bestimmten Verwendungen; nicht, wenn man nur den äußerlich sichtbaren Teil des Mundes meint); (oft mit 儿:) Öffnung; Mündung
有	haben; es gibt
几	wie viele (wenn Antwort unter zehn erwartet) (Achtung: Bei der Frage nach einer Ordinalzahl spielt die Erwartung keine Rolle; „wievielter/‌‑e/‌‑es" heißt immer第几oder - in bestimmten Fällen - 几 alleine); ein paar (unter zehn)
画	Strich (eines chinesischen Schriftzeichens)
画	malen; zeichnen
一共	insgesamt; alles zusammen
生词	neue Vokabel (wörtl.: „femdes Wort")
句子	Satz
看	(Hauptbedeutung:) schauen; sich anschauen; (hier:) lesen; (sonst auch:) besuchen; meinen
懂	verstehen
了	(hinter einem Resultatskomplement drückt 了 die Realisierung des jeweiligen Resultats aus)
没{有}	(meistens mit有:) nicht haben; es gibt kein{e}; ohne
没{有}	nicht (als Verneinung der Realisierung, des Situationswandels, des Vorsichgehens und des Andauerns)
话	Sprache; Worte
上	auf
上	(hier:) vorige{r/‌-s}; (sonst v.a.:) oben; obere{r/‌-s}
次	Mal; -mal
下	(hier:) nächste{r/‌-s}; (sonst v.a.:) unter; am Fuße des/der; unten; untere{r/‌-s}
要	(hier:) werden
